Physics,Maths,Chemistry,Biology,Mean,Locality,Budget,Entrance,prev_stream,College_Section
65,77,64,74,93.2,Pune,160000.0,186,Commerce,1
65,58,64,49,70.6,Pune,30000.0,117,Diploma,1
53,61,52,62,62.8,Nashik,80000.0,86,Arts,1
37,56,36,47,66.0,Nashik,110000.0,154,Arts,1
79,89,78,89,83.8,Nashik,10000.0,84,Arts,1
53,54,52,48,66.6,Mumbai,110000.0,126,Commerce,1
100,100,99,100,112.8,Pune,120000.0,165,Commerce,1
72,65,71,68,81.0,Mumbai,70000.0,129,Arts,1
53,58,52,55,79.6,Nashik,170000.0,180,Commerce,1
54,54,53,45,67.2,Nashik,50000.0,130,Commerce,1
71,70,70,76,93.8,Nashik,100000.0,182,Diploma,1
77,90,76,91,84.8,Nashik,20000.0,90,Diploma,1
75,58,74,62,93.6,Nashik,120000.0,199,Arts,1
84,87,83,91,100.8,Nashik,10000.0,159,Diploma,1
26,31,25,38,56.8,Mumbai,80000.0,164,Commerce,1
72,67,71,65,70.2,Mumbai,150000.0,76,Diploma,1
77,88,76,85,104.0,Pune,30000.0,194,Diploma,1
91,74,90,76,83.2,Mumbai,110000.0,85,Diploma,1
83,85,82,90,90.0,Nashik,200000.0,110,Diploma,1
63,69,62,74,89.6,Mumbai,120000.0,180,Diploma,1
68,86,67,84,88.0,Mumbai,150000.0,135,Diploma,1
59,67,58,61,83.0,Nashik,150000.0,170,Arts,1
90,90,89,91,102.6,Pune,190000.0,153,Diploma,1
71,76,70,83,96.2,Nashik,180000.0,181,Diploma,1
76,62,75,66,88.2,Pune,200000.0,162,Diploma,1
80,68,79,72,69.8,Pune,170000.0,50,Diploma,1
55,64,54,70,61.8,Pune,100000.0,66,Commerce,1
76,71,75,67,93.6,Mumbai,80000.0,179,Diploma,1
73,71,72,68,82.2,Mumbai,160000.0,127,Commerce,1
52,59,51,56,76.6,Pune,40000.0,165,Diploma,1
68,68,67,61,76.6,Mumbai,180000.0,119,Diploma,1
59,52,58,46,72.6,Nashik,130000.0,148,Diploma,1
49,52,48,54,56.6,Pune,150000.0,80,Diploma,1
70,74,69,71,80.6,Mumbai,190000.0,119,Diploma,1
61,47,60,56,80.4,Mumbai,130000.0,178,Diploma,1
60,75,59,74,83.6,Mumbai,160000.0,150,Arts,1
64,53,63,57,63.0,Pune,70000.0,78,Diploma,1
79,82,78,82,99.4,Mumbai,170000.0,176,Arts,1
65,85,64,76,83.4,Nashik,100000.0,127,Diploma,1
64,64,63,70,66.2,Nashik,140000.0,70,Arts,1
83,83,82,90,106.4,Pune,20000.0,194,Diploma,1
81,88,80,90,104.0,Mumbai,170000.0,181,Science,1
54,64,53,68,77.6,Pune,20000.0,149,Arts,1
68,64,67,66,67.0,Pune,130000.0,70,Diploma,1
54,48,53,52,54.6,Mumbai,130000.0,66,Diploma,1
59,78,58,76,86.0,Nashik,200000.0,159,Diploma,1
66,69,65,68,93.2,Pune,160000.0,198,Diploma,1
76,71,75,72,94.0,Pune,120000.0,176,Diploma,1
74,79,73,82,78.6,Nashik,190000.0,85,Arts,1
94,87,93,92,89.4,Pune,120000.0,81,Diploma,1
63,61,62,54,83.6,Pune,140000.0,178,Diploma,1
95,89,94,92,111.2,Nashik,80000.0,186,Diploma,1
40,59,39,54,54.8,Nashik,20000.0,82,Diploma,1
82,82,81,80,100.0,Pune,180000.0,175,Arts,1
68,70,67,66,77.8,Pune,110000.0,118,Diploma,1
55,59,54,54,73.0,Nashik,200000.0,143,Diploma,1
79,78,78,77,97.8,Pune,90000.0,177,Arts,1
86,92,85,87,83.2,Mumbai,190000.0,66,Diploma,1
76,71,75,73,80.2,Nashik,130000.0,106,Arts,1
64,50,63,43,67.2,Nashik,100000.0,116,Diploma,1
62,49,61,52,55.0,Nashik,30000.0,51,Diploma,1
54,61,53,62,78.4,Nashik,80000.0,162,Diploma,1
77,97,76,94,91.6,Mumbai,180000.0,114,Commerce,1
76,87,75,85,95.8,Pune,10000.0,156,Diploma,1
74,89,73,84,75.6,Mumbai,100000.0,58,Diploma,1
66,74,65,73,72.6,Nashik,40000.0,85,Diploma,1
66,78,65,78,68.4,Pune,140000.0,55,Diploma,1
67,78,66,79,82.0,Nashik,160000.0,120,Arts,1
71,49,70,52,66.0,Nashik,190000.0,88,Arts,1
91,86,90,84,85.0,Mumbai,90000.0,74,Arts,1
69,58,68,57,64.2,Pune,70000.0,69,Diploma,1
54,59,53,50,82.8,Mumbai,110000.0,198,Diploma,1
53,52,52,49,63.2,Nashik,190000.0,110,Diploma,1
68,60,67,59,80.2,Nashik,150000.0,147,Diploma,1
56,61,55,60,78.4,Mumbai,70000.0,160,Diploma,1
36,53,35,43,64.8,Mumbai,150000.0,157,Diploma,1
29,41,28,47,43.0,Mumbai,10000.0,70,Diploma,1
62,74,61,70,76.2,Pune,200000.0,114,Commerce,1
68,67,67,73,81.2,Nashik,200000.0,131,Diploma,1
47,54,46,53,56.6,Mumbai,30000.0,83,Arts,1
62,61,61,58,61.2,Mumbai,60000.0,64,Diploma,1
79,88,78,94,99.6,Nashik,170000.0,159,Commerce,1
73,69,72,68,82.4,Nashik,30000.0,130,Commerce,1
66,83,65,83,84.0,Mumbai,30000.0,123,Commerce,1
51,60,50,58,73.2,Mumbai,170000.0,147,Diploma,1
51,66,50,62,74.4,Mumbai,170000.0,143,Arts,1
85,66,84,71,79.4,Mumbai,60000.0,91,Arts,1
97,92,96,86,92.0,Mumbai,30000.0,89,Diploma,1
75,69,74,68,75.8,Pune,170000.0,93,Commerce,1
79,82,78,80,101.8,Pune,170000.0,190,Diploma,1
81,77,80,79,79.8,Mumbai,130000.0,82,Diploma,1
82,95,81,89,100.4,Mumbai,50000.0,155,Diploma,1
64,63,63,66,65.0,Nashik,110000.0,69,Arts,1
78,83,77,80,89.0,Nashik,100000.0,127,Diploma,1
92,100,91,97,115.8,Nashik,90000.0,199,Diploma,1
72,67,71,64,66.2,Mumbai,130000.0,57,Diploma,1
62,67,61,64,88.0,Mumbai,10000.0,186,Diploma,1
79,72,78,69,71.2,Nashik,60000.0,58,Diploma,1
79,76,78,65,86.4,Pune,120000.0,134,Arts,1
87,90,86,88,85.6,Pune,190000.0,77,Diploma,1
40,48,39,50,51.0,Nashik,200000.0,78,Diploma,1
77,62,76,64,94.4,Mumbai,150000.0,193,Diploma,1
53,45,52,40,73.0,Nashik,190000.0,175,Diploma,1
32,39,31,33,63.6,Nashik,180000.0,183,Commerce,1
55,72,54,79,92.0,Pune,60000.0,200,Commerce,1
61,67,60,66,70.4,Mumbai,140000.0,98,Commerce,1
53,70,52,70,59.4,Nashik,140000.0,52,Diploma,1
73,66,72,62,80.4,Nashik,20000.0,129,Arts,1
74,75,73,79,74.2,Nashik,70000.0,70,Diploma,1
63,74,62,74,70.4,Nashik,120000.0,79,Diploma,1
96,90,95,92,85.0,Nashik,200000.0,52,Diploma,1
63,80,62,80,68.2,Pune,90000.0,56,Diploma,1
48,51,47,46,73.4,Pune,160000.0,175,Science,1
48,43,47,45,62.8,Pune,190000.0,131,Arts,1
92,100,91,100,114.4,Mumbai,200000.0,189,Arts,1
61,71,60,78,86.8,Pune,40000.0,164,Arts,1
63,48,62,47,59.2,Pune,190000.0,76,Diploma,1
68,68,67,67,76.6,Pune,190000.0,113,Science,1
71,75,70,70,90.8,Mumbai,90000.0,168,Diploma,1
91,96,90,92,102.2,Nashik,10000.0,142,Diploma,1
53,62,52,56,82.4,Nashik,150000.0,189,Diploma,1
50,66,49,64,66.4,Pune,180000.0,103,Arts,1
74,81,73,71,79.0,Pune,40000.0,96,Commerce,1
40,55,39,53,48.0,Pune,150000.0,53,Diploma,1
61,51,60,52,63.4,Mumbai,200000.0,93,Diploma,1
81,91,80,89,87.2,Pune,10000.0,95,Science,1
48,56,47,58,60.0,Mumbai,130000.0,91,Diploma,1
53,61,52,68,66.2,Mumbai,90000.0,97,Diploma,1
81,97,80,96,81.2,Mumbai,140000.0,52,Arts,1
77,79,76,80,98.2,Nashik,50000.0,179,Diploma,1
63,73,62,78,84.4,Mumbai,110000.0,146,Arts,1
73,75,72,80,75.8,Mumbai,10000.0,79,Diploma,1
69,77,68,77,76.6,Pune,200000.0,92,Arts,1
65,76,64,76,72.6,Pune,100000.0,82,Diploma,1
55,73,54,73,88.8,Mumbai,30000.0,189,Diploma,1
44,63,43,62,55.2,Nashik,30000.0,64,Arts,1
54,64,53,65,80.0,Nashik,200000.0,164,Diploma,1
48,66,47,65,81.4,Pune,140000.0,181,Diploma,1
58,57,57,54,63.0,Pune,90000.0,89,Diploma,1
71,62,70,50,75.2,Pune,120000.0,123,Diploma,1
68,68,67,64,80.6,Pune,180000.0,136,Diploma,1
74,76,73,73,93.8,Pune,170000.0,173,Diploma,1
92,100,91,99,94.6,Mumbai,80000.0,91,Diploma,1
56,79,55,72,64.4,Pune,50000.0,60,Science,1
30,24,29,15,59.0,Mumbai,50000.0,197,Diploma,1
53,54,52,48,52.0,Nashik,150000.0,53,Arts,1
69,77,68,73,69.4,Mumbai,40000.0,60,Arts,1
65,82,64,81,86.4,Nashik,100000.0,140,Arts,1
54,60,53,63,65.4,Nashik,80000.0,97,Arts,1
29,29,28,30,40.0,Nashik,20000.0,84,Diploma,1
76,78,75,80,94.2,Mumbai,30000.0,162,Diploma,1
60,57,59,51,71.6,Pune,170000.0,131,Arts,1
84,89,83,90,99.4,Pune,150000.0,151,Diploma,1
75,72,74,62,94.8,Pune,50000.0,191,Commerce,1
85,84,84,82,90.0,Nashik,20000.0,115,Diploma,1
40,58,39,54,53.2,Pune,100000.0,75,Arts,1
61,64,60,62,65.2,Nashik,50000.0,79,Diploma,1
58,63,57,65,87.0,Mumbai,180000.0,192,Diploma,1
69,60,68,63,66.0,Mumbai,140000.0,70,Arts,1
58,59,57,66,75.8,Mumbai,80000.0,139,Diploma,1
94,90,93,91,97.8,Nashik,110000.0,121,Diploma,1
65,77,64,74,73.8,Pune,10000.0,89,Diploma,1
82,93,81,93,97.8,Pune,110000.0,140,Arts,1
60,68,59,72,73.6,Mumbai,20000.0,109,Arts,1
37,45,36,38,59.4,Nashik,10000.0,141,Diploma,1
88,78,87,83,88.2,Nashik,60000.0,105,Diploma,1
95,81,94,84,109.6,Pune,50000.0,194,Diploma,1
65,73,64,68,68.2,Mumbai,90000.0,71,Diploma,1
35,61,34,54,57.6,Pune,140000.0,104,Commerce,1
62,63,61,56,80.4,Nashik,10000.0,160,Arts,1
58,51,57,52,64.2,Pune,10000.0,103,Diploma,1
100,96,99,86,108.2,Nashik,10000.0,160,Diploma,1
61,58,60,62,71.6,Pune,20000.0,117,Diploma,1
100,97,99,99,100.6,Mumbai,40000.0,108,Arts,1
69,70,68,63,78.8,Mumbai,20000.0,124,Diploma,1
61,48,60,46,78.0,Nashik,190000.0,175,Diploma,1
49,57,48,46,65.6,Mumbai,200000.0,128,Diploma,1
44,51,43,55,72.8,Nashik,110000.0,171,Diploma,1
67,64,66,70,88.8,Nashik,190000.0,177,Diploma,1
79,60,78,65,92.0,Mumbai,150000.0,178,Science,1
66,74,65,81,72.2,Pune,40000.0,75,Arts,1
75,88,74,85,92.6,Pune,190000.0,141,Diploma,1
84,84,83,80,88.4,Nashik,10000.0,111,Arts,1
71,74,70,64,90.6,Pune,150000.0,174,Diploma,1
67,80,66,81,77.0,Pune,10000.0,91,Diploma,1
80,92,79,88,93.6,Nashik,60000.0,129,Diploma,1
86,76,85,74,76.2,Nashik,190000.0,60,Diploma,1
76,74,75,73,72.8,Mumbai,130000.0,66,Diploma,1
41,52,40,51,62.2,Mumbai,10000.0,127,Commerce,1
74,88,73,90,92.0,Mumbai,90000.0,135,Arts,1
72,81,71,79,99.8,Pune,150000.0,196,Diploma,1
74,79,73,80,79.2,Nashik,40000.0,90,Diploma,1
70,65,69,60,63.4,Pune,150000.0,53,Arts,1
65,81,64,81,82.0,Pune,150000.0,119,Diploma,1
59,70,58,65,75.8,Mumbai,170000.0,127,Diploma,1
64,62,63,68,74.4,Mumbai,100000.0,115,Arts,1
50,53,49,55,56.2,Mumbai,30000.0,74,Diploma,1
69,79,68,81,83.4,Mumbai,150000.0,120,Arts,1
51,56,50,53,80.4,Pune,200000.0,192,Diploma,1
68,80,67,76,96.0,Nashik,90000.0,189,Arts,1
85,86,84,98,101.4,Nashik,20000.0,154,Diploma,1
65,70,64,74,69.2,Pune,30000.0,73,Diploma,1
73,79,72,79,83.8,Pune,170000.0,116,Diploma,1
62,67,61,67,80.8,Pune,170000.0,147,Diploma,1
77,67,76,64,75.2,Nashik,10000.0,92,Diploma,1
69,66,68,61,75.2,Pune,180000.0,112,Arts,1
43,60,42,58,67.0,Nashik,170000.0,132,Diploma,1
90,87,89,85,108.4,Pune,80000.0,191,Diploma,1
74,77,73,73,73.4,Pune,30000.0,70,Arts,1
73,66,72,63,72.6,Pune,100000.0,89,Diploma,1
55,71,54,69,82.2,Pune,160000.0,162,Arts,1
65,69,64,67,74.0,Mumbai,180000.0,105,Arts,1
80,63,79,63,67.8,Pune,90000.0,54,Commerce,1
50,60,49,60,66.2,Pune,60000.0,112,Diploma,1
63,73,62,71,78.6,Nashik,130000.0,124,Diploma,1
77,85,76,87,79.2,Pune,90000.0,71,Diploma,1
73,74,72,61,70.4,Pune,110000.0,72,Commerce,1
81,72,80,77,89.0,Nashik,120000.0,135,Diploma,1
66,76,65,68,89.0,Nashik,180000.0,170,Diploma,1
52,57,51,50,71.6,Mumbai,70000.0,148,Diploma,1
69,78,68,76,97.6,Nashik,70000.0,197,Diploma,1
65,84,64,84,74.8,Pune,110000.0,77,Diploma,1
69,77,68,78,75.4,Nashik,140000.0,85,Arts,1
50,64,49,66,77.6,Nashik,20000.0,159,Arts,1
73,78,72,76,74.6,Nashik,60000.0,74,Arts,1
70,82,69,76,76.6,Mumbai,190000.0,86,Diploma,1
81,75,80,78,77.0,Nashik,80000.0,71,Arts,1
63,61,62,60,85.2,Nashik,20000.0,180,Diploma,1
67,72,66,74,76.4,Nashik,20000.0,103,Arts,1
60,68,59,60,70.2,Mumbai,180000.0,104,Commerce,1
62,55,61,54,62.8,Nashik,70000.0,82,Diploma,1
29,40,28,44,50.6,Mumbai,80000.0,112,Arts,1
62,66,61,68,75.8,Nashik,160000.0,122,Diploma,1
94,99,93,100,116.8,Mumbai,190000.0,198,Diploma,1
85,75,84,68,77.2,Mumbai,140000.0,74,Diploma,1
77,78,76,73,91.6,Mumbai,20000.0,154,Diploma,1
53,58,52,44,57.8,Pune,70000.0,82,Diploma,1
93,90,92,83,109.6,Pune,70000.0,190,Diploma,1
49,53,48,53,65.6,Nashik,160000.0,125,Commerce,1
73,76,72,78,88.6,Nashik,10000.0,144,Diploma,1
66,74,65,81,73.6,Pune,160000.0,82,Diploma,1
77,77,76,73,88.8,Nashik,90000.0,141,Commerce,1
49,63,48,56,62.6,Mumbai,130000.0,97,Diploma,1
79,89,78,86,84.0,Nashik,110000.0,88,Diploma,1
75,82,74,90,80.4,Mumbai,120000.0,81,Arts,1
59,72,58,70,89.6,Mumbai,100000.0,189,Diploma,1
57,78,56,79,76.6,Nashik,180000.0,113,Diploma,1
66,66,65,59,61.6,Nashik,100000.0,52,Diploma,1
79,81,78,82,87.6,Mumbai,200000.0,118,Diploma,1
57,67,56,72,63.6,Mumbai,80000.0,66,Diploma,1
87,84,86,87,90.6,Nashik,130000.0,109,Diploma,1
63,64,62,67,65.8,Pune,200000.0,73,Arts,1
59,63,58,64,83.6,Pune,80000.0,174,Diploma,1
62,72,61,65,66.8,Pune,20000.0,74,Diploma,1
46,34,45,36,50.6,Nashik,80000.0,92,Diploma,1
66,59,65,52,88.4,Pune,80000.0,200,Diploma,1
89,87,88,79,81.4,Nashik,170000.0,64,Diploma,1
42,61,41,58,65.2,Mumbai,190000.0,124,Arts,1
93,84,92,90,86.6,Pune,90000.0,74,Diploma,1
80,85,79,85,85.2,Nashik,180000.0,97,Diploma,1
98,100,97,99,93.2,Pune,30000.0,72,Diploma,1
81,81,80,84,100.6,Pune,140000.0,177,Diploma,1
60,70,59,74,76.6,Nashik,90000.0,120,Commerce,1
76,94,75,87,77.4,Mumbai,20000.0,55,Diploma,1
73,78,72,72,94.2,Nashik,110000.0,176,Arts,1
96,96,95,99,89.4,Nashik,200000.0,61,Diploma,1
76,76,75,74,97.2,Mumbai,70000.0,185,Diploma,1
91,73,90,80,101.4,Nashik,200000.0,173,Arts,1
62,72,61,70,92.4,Nashik,90000.0,197,Diploma,1
55,59,54,59,60.8,Nashik,40000.0,77,Diploma,1
74,90,73,88,89.2,Mumbai,80000.0,121,Diploma,1
50,48,49,42,58.0,Nashik,30000.0,101,Arts,1
47,43,46,41,58.2,Mumbai,30000.0,114,Diploma,1
81,74,80,71,88.0,Mumbai,80000.0,134,Diploma,1
65,75,64,77,77.4,Pune,130000.0,106,Diploma,1
68,51,67,57,59.4,Pune,70000.0,54,Arts,1
73,92,72,84,97.4,Mumbai,150000.0,166,Arts,1
53,39,52,37,75.6,Nashik,80000.0,197,Diploma,1
68,77,67,80,86.8,Pune,180000.0,142,Diploma,1
55,46,54,43,66.2,Nashik,70000.0,133,Diploma,1
87,89,86,94,90.8,Pune,50000.0,98,Science,1
55,47,54,44,69.4,Nashik,130000.0,147,Diploma,1
53,58,52,57,63.4,Nashik,40000.0,97,Arts,1
67,57,66,59,60.0,Nashik,140000.0,51,Arts,1
92,79,91,84,108.0,Nashik,150000.0,194,Commerce,1
53,66,52,73,69.6,Mumbai,10000.0,104,Diploma,1
81,71,80,73,99.2,Mumbai,190000.0,191,Arts,1
61,60,60,55,61.6,Nashik,70000.0,72,Arts,1
80,73,79,72,83.4,Nashik,10000.0,113,Diploma,1
37,57,36,56,64.0,Pune,110000.0,134,Diploma,1
81,84,80,82,76.0,Nashik,190000.0,53,Arts,1
59,73,58,72,84.2,Pune,40000.0,159,Diploma,1
55,55,54,47,78.4,Pune,40000.0,181,Science,1
72,79,71,74,82.6,Mumbai,60000.0,117,Diploma,1
69,75,68,71,96.0,Mumbai,60000.0,197,Diploma,1
69,64,68,68,65.6,Pune,20000.0,59,Arts,1
50,60,49,59,56.0,Pune,30000.0,62,Diploma,1
87,84,86,86,101.6,Nashik,150000.0,165,Diploma,1
71,69,70,68,81.8,Pune,130000.0,131,Commerce,1
68,72,67,65,75.8,Pune,90000.0,107,Diploma,1
79,77,78,75,79.8,Mumbai,100000.0,90,Arts,1
77,90,76,85,92.4,Pune,100000.0,134,Diploma,1
58,55,57,53,71.2,Mumbai,130000.0,133,Diploma,1
84,95,83,92,80.8,Mumbai,130000.0,50,Arts,1
55,58,54,52,53.8,Pune,160000.0,50,Diploma,1
70,68,69,72,77.2,Nashik,40000.0,107,Commerce,1
52,59,51,65,55.6,Nashik,100000.0,51,Diploma,1
69,77,68,77,87.4,Mumbai,20000.0,146,Diploma,1
53,72,52,64,72.4,Nashik,190000.0,121,Diploma,1
48,58,47,54,60.0,Mumbai,60000.0,93,Diploma,1
78,81,77,86,97.4,Mumbai,50000.0,165,Diploma,1
62,62,61,63,87.6,Mumbai,10000.0,190,Arts,1
60,63,59,59,62.8,Nashik,20000.0,73,Diploma,1
74,72,73,72,68.8,Pune,100000.0,53,Arts,1
58,75,57,77,88.6,Mumbai,100000.0,176,Diploma,1
76,62,75,60,87.2,Mumbai,180000.0,163,Diploma,1
68,71,67,75,88.6,Mumbai,80000.0,162,Arts,1
58,60,57,57,72.0,Mumbai,110000.0,128,Diploma,1
52,48,51,49,50.2,Mumbai,70000.0,51,Diploma,1
75,73,74,74,72.0,Pune,140000.0,64,Diploma,1
52,67,51,72,70.0,Mumbai,90000.0,108,Diploma,1
62,78,61,79,70.8,Pune,110000.0,74,Arts,1
66,65,65,60,64.8,Pune,80000.0,68,Diploma,1
49,58,48,55,74.0,Nashik,120000.0,160,Diploma,1
66,72,65,70,85.4,Mumbai,60000.0,154,Diploma,1
35,44,34,43,49.6,Pune,190000.0,92,Diploma,1
72,79,71,82,73.2,Nashik,200000.0,62,Diploma,1
94,85,93,82,85.0,Nashik,30000.0,71,Commerce,1
46,56,45,57,51.8,Mumbai,70000.0,55,Commerce,1
77,90,76,84,95.6,Mumbai,80000.0,151,Diploma,1
76,85,75,82,102.4,Nashik,60000.0,194,Arts,1
52,59,51,62,70.4,Pune,100000.0,128,Arts,1
91,81,90,79,87.2,Nashik,10000.0,95,Arts,1
32,51,31,44,45.0,Pune,200000.0,67,Arts,1
72,79,71,77,85.8,Pune,150000.0,130,Arts,1
19,38,18,32,50.0,Mumbai,60000.0,143,Diploma,1
68,65,67,61,84.8,Pune,10000.0,163,Arts,1
52,65,51,61,60.8,Pune,120000.0,75,Science,1
48,62,47,60,66.0,Mumbai,130000.0,113,Diploma,1
60,66,59,70,63.2,Nashik,90000.0,61,Diploma,1
66,74,65,69,71.8,Mumbai,150000.0,85,Science,1
89,84,88,77,97.0,Pune,200000.0,147,Arts,1
42,52,41,51,60.0,Nashik,120000.0,114,Diploma,1
57,68,56,73,79.2,Nashik,70000.0,142,Science,1
70,70,69,70,66.2,Mumbai,170000.0,52,Commerce,1
70,84,69,81,90.8,Mumbai,100000.0,150,Science,1
69,60,68,54,78.8,Nashik,110000.0,143,Diploma,1
52,55,51,57,65.6,Mumbai,140000.0,113,Diploma,1
67,73,66,68,86.4,Nashik,110000.0,158,Arts,1
76,80,75,73,78.4,Nashik,40000.0,88,Commerce,1
87,94,86,95,110.8,Pune,160000.0,192,Diploma,1
82,85,81,87,105.4,Mumbai,50000.0,192,Diploma,1
73,76,72,78,99.4,Pune,170000.0,198,Arts,1
75,81,74,74,80.4,Mumbai,10000.0,98,Diploma,1
64,74,63,75,92.0,Mumbai,110000.0,184,Commerce,1
41,45,40,40,64.4,Nashik,30000.0,156,Diploma,1
90,75,89,69,96.8,Pune,150000.0,161,Diploma,1
59,54,58,51,77.0,Nashik,200000.0,163,Arts,1
51,31,50,36,44.8,Pune,10000.0,56,Diploma,1
45,47,44,49,69.0,Mumbai,140000.0,160,Arts,1
54,64,53,67,58.2,Pune,20000.0,53,Arts,1
87,84,86,76,105.2,Nashik,30000.0,193,Diploma,1
72,80,71,83,100.0,Pune,180000.0,194,Diploma,1
94,86,93,87,110.0,Mumbai,140000.0,190,Arts,1
45,59,44,64,67.0,Nashik,40000.0,123,Commerce,1
61,70,60,76,67.4,Pune,150000.0,70,Diploma,1
60,72,59,68,87.4,Pune,170000.0,178,Arts,1
77,91,76,88,105.2,Nashik,110000.0,194,Diploma,1
85,90,84,92,91.0,Pune,40000.0,104,Diploma,1
78,90,77,93,107.0,Pune,40000.0,197,Diploma,1
49,52,48,51,59.4,Mumbai,170000.0,97,Arts,1
71,87,70,82,88.6,Nashik,10000.0,133,Diploma,1
48,58,47,52,56.6,Nashik,20000.0,78,Arts,1
62,67,61,58,63.8,Pune,170000.0,71,Diploma,1
56,68,55,70,85.0,Nashik,140000.0,176,Arts,1
65,69,64,76,93.6,Pune,170000.0,194,Diploma,1
69,86,68,81,93.8,Nashik,20000.0,165,Diploma,1
68,54,67,53,81.6,Pune,60000.0,166,Arts,1
61,60,60,57,85.8,Nashik,140000.0,191,Commerce,1
74,86,73,89,83.8,Nashik,110000.0,97,Arts,1
64,60,63,58,75.6,Pune,140000.0,133,Diploma,1
77,82,76,89,88.6,Pune,80000.0,119,Diploma,1
58,50,57,45,79.0,Pune,130000.0,185,Diploma,1
60,64,59,74,78.0,Pune,110000.0,133,Arts,1
73,64,72,57,78.0,Nashik,190000.0,124,Arts,1
75,82,74,79,92.8,Mumbai,190000.0,154,Arts,1
58,57,57,53,78.2,Pune,120000.0,166,Diploma,1
66,77,65,73,72.4,Nashik,110000.0,81,Diploma,1
39,52,38,46,66.4,Pune,160000.0,157,Arts,1
64,58,63,51,64.6,Pune,120000.0,87,Diploma,1
23,44,22,36,49.8,Pune,130000.0,124,Diploma,1
74,77,73,76,73.4,Pune,10000.0,67,Diploma,1
40,65,39,64,77.4,Nashik,20000.0,179,Arts,1
90,85,89,84,102.0,Mumbai,60000.0,162,Diploma,1
91,85,90,85,104.2,Nashik,140000.0,170,Arts,1
64,54,63,50,66.4,Pune,70000.0,101,Diploma,1
59,72,58,68,83.6,Mumbai,60000.0,161,Commerce,1
80,75,79,69,72.4,Nashik,110000.0,59,Diploma,1
71,67,70,67,72.0,Mumbai,40000.0,85,Commerce,1
61,68,60,63,62.2,Mumbai,100000.0,59,Diploma,1
87,85,86,93,95.4,Nashik,70000.0,126,Commerce,1
82,67,81,61,90.2,Pune,100000.0,160,Diploma,1
62,64,61,55,59.4,Pune,60000.0,55,Diploma,1
97,97,96,96,112.2,Pune,20000.0,175,Science,1
75,68,74,65,76.2,Pune,10000.0,99,Arts,1
65,79,64,81,76.2,Pune,70000.0,92,Arts,1
52,49,51,46,68.6,Nashik,170000.0,145,Diploma,1
87,73,86,72,102.6,Nashik,190000.0,195,Diploma,1
53,62,52,53,75.6,Mumbai,200000.0,158,Diploma,1
81,86,80,87,89.2,Pune,100000.0,112,Arts,1
39,42,38,38,45.2,Mumbai,200000.0,69,Arts,1
71,71,70,80,69.8,Pune,40000.0,57,Diploma,1
97,93,96,91,104.6,Pune,70000.0,146,Diploma,1
82,82,81,88,105.4,Pune,80000.0,194,Diploma,1
59,53,58,52,65.8,Nashik,60000.0,107,Arts,1
61,42,60,41,73.8,Pune,70000.0,165,Diploma,1
78,74,77,72,88.0,Mumbai,70000.0,139,Arts,1
49,51,48,51,50.4,Mumbai,90000.0,53,Arts,1
59,58,58,47,55.2,Mumbai,110000.0,54,Diploma,1
70,72,69,76,73.8,Pune,130000.0,82,Diploma,1
82,84,81,78,102.2,Pune,160000.0,186,Diploma,1
90,90,89,82,95.4,Mumbai,90000.0,126,Commerce,1
43,62,42,61,66.6,Pune,100000.0,125,Diploma,1
80,64,79,66,85.4,Pune,30000.0,138,Arts,1
81,82,80,84,94.4,Nashik,100000.0,145,Diploma,1
57,61,56,54,75.4,Pune,110000.0,149,Diploma,1
59,72,58,80,79.8,Pune,140000.0,130,Diploma,1
64,76,63,74,86.6,Pune,90000.0,156,Arts,1
63,64,62,66,76.2,Mumbai,100000.0,126,Diploma,1
71,70,70,70,85.2,Nashik,150000.0,145,Commerce,1
64,73,63,71,86.2,Nashik,80000.0,160,Diploma,1
55,46,54,44,54.6,Pune,50000.0,74,Diploma,1
51,51,50,54,65.8,Pune,80000.0,123,Arts,1
62,76,61,80,80.0,Nashik,40000.0,121,Commerce,1
93,100,92,95,89.0,Pune,90000.0,65,Arts,1
54,72,53,59,80.2,Pune,40000.0,163,Commerce,1
69,65,68,74,88.0,Mumbai,10000.0,164,Diploma,1
44,51,43,48,67.0,Mumbai,200000.0,149,Diploma,1
86,85,85,91,97.6,Pune,20000.0,141,Diploma,1
85,92,84,85,96.0,Pune,140000.0,134,Diploma,1
50,67,49,73,69.0,Nashik,140000.0,106,Diploma,1
88,74,87,75,104.2,Pune,190000.0,197,Arts,1
59,62,58,69,87.0,Nashik,100000.0,187,Diploma,1
32,34,31,38,50.8,Pune,40000.0,119,Arts,1
36,29,35,27,53.2,Mumbai,190000.0,139,Arts,1
63,78,62,79,91.8,Mumbai,10000.0,177,Commerce,1
67,54,66,63,87.8,Nashik,50000.0,189,Diploma,1
65,78,64,82,78.6,Nashik,40000.0,104,Diploma,1
85,84,84,89,108.4,Nashik,100000.0,200,Commerce,1
73,78,72,74,69.6,Pune,110000.0,51,Diploma,1
34,48,33,41,60.4,Mumbai,130000.0,146,Commerce,1
93,100,92,100,89.0,Nashik,30000.0,60,Commerce,1
67,84,66,84,72.4,Nashik,40000.0,61,Arts,1
88,77,87,77,96.2,Nashik,50000.0,152,Diploma,1
57,48,56,51,79.4,Nashik,10000.0,185,Diploma,1
