Maths,General Science,History,Geography,Language,Mean,Gender,Major
51,72,95,100,79,80.10000000000001,Male,Science
84,73,96,57,69,75.26666666666667,Male,Science
71,74,45,39,68,59.3,Male,Arts
74,73,79,50,67,67.39999999999999,Male,Arts
68,59,86,43,62,63.93333333333334,Female,Commerce
57,56,43,44,54,51.4,Female,Science
82,93,88,66,93,81.43333333333334,Male,Commerce
57,58,74,82,64,67.46666666666667,Female,Science
47,58,88,85,67,68.76666666666667,Male,Commerce
59,85,74,57,80,69.83333333333333,Male,Commerce
41,39,91,97,34,63.66666666666666,Male,Arts
62,67,68,78,62,68.46666666666667,Male,Science
86,83,42,68,86,70.13333333333334,Male,Diploma
69,71,67,40,65,60.9,Male,Diploma
65,59,40,73,53,57.0,Female,Commerce
68,63,55,53,54,56.76666666666667,Male,Diploma
64,66,64,63,59,64.7,Female,Commerce
61,72,51,44,70,60.06666666666666,Female,Arts
61,56,66,62,55,61.3,Male,Diploma
47,59,86,41,50,55.73333333333333,Female,Commerce
73,66,38,55,66,60.93333333333334,Female,Science
50,48,46,39,53,48.53333333333333,Male,Science
75,68,93,56,64,71.03333333333333,Female,Diploma
75,66,44,34,73,57.43333333333334,Male,Arts
70,56,55,68,51,61.06666666666666,Male,Science
89,88,42,83,82,74.10000000000001,Female,Science
67,81,35,71,79,68.36666666666666,Female,Commerce
78,81,52,68,80,70.73333333333333,Male,Arts
59,73,55,53,69,60.86666666666667,Female,Commerce
73,83,36,83,76,67.76666666666667,Male,Science
79,82,74,62,73,74.13333333333334,Female,Arts
67,74,89,44,77,69.60000000000001,Male,Commerce
69,66,66,90,60,69.3,Female,Commerce
86,81,39,55,80,68.3,Male,Arts
47,46,95,83,42,65.0,Male,Diploma
81,73,61,34,72,63.16666666666666,Female,Arts
64,85,53,90,85,74.46666666666667,Male,Commerce
100,92,69,99,97,87.7,Female,Commerce
65,77,84,35,74,66.53333333333333,Male,Arts
65,58,76,70,49,64.86666666666666,Female,Science
53,61,62,39,62,56.66666666666666,Male,Commerce
37,56,53,69,47,51.9,Male,Arts
79,89,61,35,89,67.16666666666667,Male,Diploma
53,54,69,65,48,59.833333333333336,Male,Diploma
100,100,72,40,100,77.89999999999999,Female,Commerce
72,65,30,55,68,55.56666666666666,Male,Science
53,58,44,86,55,61.23333333333333,Male,Arts
54,54,62,54,45,55.0,Male,Diploma
71,70,74,77,76,73.39999999999999,Female,Science
77,90,57,56,91,72.76666666666667,Female,Science
75,58,92,92,62,75.13333333333334,Male,Diploma
84,87,51,45,91,70.10000000000001,Male,Science
26,31,100,44,38,51.8,Female,Diploma
72,67,91,80,65,76.60000000000001,Female,Science
77,88,49,32,85,64.3,Female,Commerce
91,74,57,36,76,65.7,Female,Arts
83,85,35,63,90,68.13333333333334,Female,Science
63,69,32,30,74,53.26666666666667,Female,Commerce
68,86,41,32,84,60.7,Female,Commerce
59,67,64,74,61,65.66666666666667,Male,Diploma
90,90,46,31,91,67.10000000000001,Male,Diploma
71,76,96,98,83,82.86666666666666,Male,Commerce
76,62,62,62,66,65.89999999999999,Male,Commerce
80,68,40,94,72,67.7,Female,Commerce
55,64,39,52,70,56.6,Male,Diploma
76,71,95,77,67,79.0,Male,Science
73,71,98,41,68,70.8,Female,Science
52,59,34,97,56,60.56666666666666,Male,Commerce
68,68,31,39,61,53.23333333333333,Male,Commerce
59,52,55,88,46,61.16666666666666,Male,Diploma
49,52,33,75,54,53.3,Male,Arts
70,74,75,52,71,65.96666666666667,Male,Science
61,47,89,76,56,66.0,Female,Science
60,75,90,99,74,80.83333333333333,Female,Commerce
64,53,85,95,57,71.46666666666667,Female,Diploma
79,82,39,47,82,64.26666666666667,Male,Arts
65,85,40,97,76,71.39999999999999,Male,Science
64,64,96,44,70,66.16666666666667,Female,Science
83,83,60,60,90,72.03333333333333,Male,Arts
81,88,64,35,90,71.0,Female,Commerce
54,64,77,93,68,71.5,Female,Commerce
68,64,38,62,66,61.63333333333333,Female,Commerce
54,48,33,32,52,43.66666666666666,Male,Commerce
59,78,37,45,76,58.76666666666667,Male,Arts
66,69,32,95,68,64.89999999999999,Male,Diploma
76,71,37,78,72,65.2,Female,Commerce
74,79,35,86,82,68.43333333333334,Male,Diploma
94,87,82,86,92,82.73333333333333,Male,Commerce
63,61,33,87,54,61.4,Male,Arts
95,89,80,75,92,82.93333333333334,Female,Science
40,59,43,88,54,58.43333333333334,Female,Arts
82,82,77,38,80,68.66666666666667,Male,Commerce
68,70,65,65,66,65.63333333333334,Female,Arts
55,59,82,39,54,59.73333333333333,Female,Diploma
79,78,51,36,77,63.46666666666667,Male,Science
86,92,96,32,87,77.5,Female,Arts
76,71,100,63,73,74.63333333333334,Male,Commerce
64,50,48,85,43,58.7,Male,Arts
62,49,63,84,52,64.33333333333333,Male,Science
54,61,89,44,62,62.26666666666667,Female,Diploma
77,97,44,87,94,76.89999999999999,Male,Commerce
76,87,92,59,85,79.96666666666667,Female,Science
74,89,60,43,84,68.46666666666667,Male,Diploma
66,74,41,41,73,58.23333333333333,Female,Diploma
66,78,80,98,78,79.36666666666666,Female,Arts
67,78,76,33,79,66.26666666666667,Male,Arts
71,49,59,90,52,65.89999999999999,Male,Commerce
91,86,82,100,84,86.33333333333333,Male,Diploma
69,58,62,95,57,68.83333333333333,Male,Science
54,59,82,81,50,67.16666666666667,Male,Diploma
53,52,76,47,49,57.13333333333333,Male,Commerce
68,60,42,75,59,60.86666666666667,Female,Commerce
56,61,34,67,60,58.36666666666667,Female,Science
36,53,92,70,43,59.333333333333336,Female,Arts
29,41,67,61,47,52.4,Male,Arts
62,74,68,52,70,66.86666666666666,Female,Commerce
68,67,57,71,73,68.86666666666666,Male,Arts
47,54,35,76,53,53.96666666666667,Male,Diploma
62,61,87,34,58,62.16666666666666,Male,Diploma
79,88,42,51,94,67.39999999999999,Female,Commerce
73,69,81,73,68,71.73333333333333,Male,Arts
66,83,89,74,83,77.93333333333334,Female,Science
51,60,85,39,58,56.96666666666667,Female,Diploma
51,66,64,55,62,59.4,Male,Arts
85,66,80,40,71,68.06666666666666,Male,Commerce
97,92,33,92,86,75.96666666666667,Female,Diploma
75,69,41,67,68,64.73333333333333,Female,Science
79,82,74,81,80,77.23333333333333,Female,Commerce
81,77,33,41,79,59.13333333333333,Female,Science
82,95,50,41,89,68.89999999999999,Female,Diploma
64,63,97,57,66,68.39999999999999,Female,Science
78,83,73,66,80,74.43333333333334,Male,Commerce
92,100,64,90,97,87.03333333333335,Male,Arts
72,67,42,96,64,66.60000000000001,Female,Science
62,67,55,32,64,56.8,Male,Arts
79,72,84,32,69,66.76666666666667,Male,Science
79,76,76,56,65,69.56666666666666,Male,Arts
87,90,72,62,88,76.73333333333333,Male,Arts
40,48,45,93,50,58.66666666666666,Female,Arts
77,62,59,80,64,68.63333333333334,Male,Commerce
53,45,41,99,40,56.7,Male,Diploma
32,39,32,94,33,49.73333333333333,Male,Science
55,72,99,86,79,79.33333333333333,Male,Science
61,67,65,87,66,68.2,Male,Science
53,70,70,77,70,68.03333333333333,Male,Diploma
73,66,50,95,62,69.0,Female,Commerce
74,75,83,37,79,67.56666666666666,Male,Diploma
63,74,62,53,74,62.06666666666666,Male,Commerce
96,90,42,58,92,73.0,Female,Diploma
63,80,33,88,80,67.46666666666667,Male,Diploma
48,51,89,31,46,55.4,Male,Arts
48,43,70,54,45,54.56666666666666,Female,Arts
92,100,86,95,100,93.73333333333332,Male,Diploma
61,71,61,44,78,62.2,Male,Arts
63,48,57,92,47,64.36666666666666,Male,Arts
68,68,32,71,67,61.1,Male,Diploma
71,75,77,42,70,66.03333333333333,Female,Commerce
91,96,74,88,92,85.33333333333333,Female,Science
53,62,80,52,56,61.833333333333336,Male,Commerce
50,66,97,92,64,76.10000000000001,Female,Diploma
74,81,77,39,71,66.5,Male,Arts
40,55,70,69,53,58.66666666666666,Female,Arts
61,51,53,72,52,59.833333333333336,Male,Arts
81,91,72,82,89,80.43333333333334,Male,Diploma
48,56,39,59,58,53.46666666666667,Female,Diploma
53,61,92,60,68,65.76666666666667,Female,Arts
81,97,40,92,96,80.36666666666666,Female,Science
77,79,63,54,80,67.60000000000001,Male,Diploma
63,73,83,71,78,73.33333333333333,Female,Science
73,75,38,34,80,59.03333333333333,Female,Science
69,77,34,64,77,64.93333333333334,Male,Commerce
65,76,66,85,76,73.46666666666667,Female,Diploma
55,73,92,51,73,70.36666666666666,Male,Arts
44,63,66,46,62,57.26666666666667,Male,Arts
54,64,50,41,65,55.8,Female,Diploma
48,66,60,72,65,63.0,Female,Arts
58,57,59,66,54,57.86666666666667,Male,Commerce
71,62,42,57,50,55.9,Male,Science
68,68,82,42,64,63.6,Female,Diploma
74,76,77,78,73,72.56666666666666,Female,Science
92,100,66,62,99,81.89999999999999,Male,Commerce
56,79,32,73,72,63.5,Female,Science
30,24,82,73,15,51.4,Male,Science
53,54,64,35,48,52.63333333333333,Female,Diploma
69,77,70,54,73,65.96666666666667,Male,Science
65,82,84,36,81,68.93333333333334,Female,Science
54,60,64,36,63,54.9,Female,Science
29,29,61,65,30,45.8,Male,Commerce
76,78,34,45,80,60.333333333333336,Male,Science
60,57,43,93,51,62.66666666666666,Male,Diploma
84,89,89,88,90,83.86666666666666,Male,Arts
75,72,54,83,62,69.56666666666666,Male,Arts
85,84,60,79,82,76.5,Female,Arts
40,58,57,58,54,54.1,Male,Science
61,64,59,30,62,56.3,Male,Diploma
58,63,77,47,65,60.2,Male,Science
69,60,52,59,63,60.833333333333336,Male,Commerce
58,59,30,36,66,49.96666666666667,Male,Science
94,90,66,89,91,84.3,Male,Arts
65,77,100,30,74,68.26666666666667,Female,Commerce
82,93,97,95,93,88.36666666666667,Female,Science
60,68,70,69,72,69.03333333333333,Female,Arts
37,45,90,85,38,61.0,Male,Diploma
88,78,69,55,83,73.16666666666667,Male,Diploma
95,81,49,88,84,77.2,Female,Science
65,73,51,91,68,70.03333333333333,Male,Commerce
35,61,94,35,54,57.26666666666667,Female,Arts
62,63,83,67,56,65.16666666666667,Female,Arts
58,51,74,87,52,65.13333333333334,Male,Arts
100,96,63,44,86,74.10000000000001,Female,Science
61,58,77,40,62,60.333333333333336,Female,Diploma
100,97,75,98,99,90.5,Male,Commerce
69,70,95,73,63,73.96666666666667,Male,Arts
61,48,33,73,46,55.03333333333333,Male,Arts
49,57,78,69,46,61.96666666666667,Female,Diploma
44,51,38,58,55,49.56666666666666,Male,Commerce
67,64,81,63,70,65.89999999999999,Male,Diploma
79,60,59,75,65,67.73333333333333,Male,Science
66,74,48,88,81,68.53333333333333,Female,Commerce
75,88,97,54,85,75.39999999999999,Male,Science
84,84,100,90,80,85.76666666666667,Male,Arts
71,74,84,57,64,68.73333333333333,Male,Commerce
67,80,32,84,81,67.43333333333334,Female,Arts
80,92,43,100,88,78.60000000000001,Male,Science
86,76,41,84,74,72.26666666666667,Female,Arts
76,74,95,64,73,75.06666666666666,Female,Arts
41,52,37,40,51,47.03333333333333,Male,Science
74,88,82,53,90,75.63333333333334,Female,Science
72,81,66,60,79,69.33333333333333,Female,Science
74,79,77,61,80,74.0,Female,Commerce
70,65,70,38,60,60.56666666666666,Male,Diploma
65,81,58,75,81,72.10000000000001,Male,Commerce
59,70,53,98,65,70.2,Female,Diploma
64,62,94,96,68,79.16666666666667,Female,Commerce
50,53,76,75,55,62.2,Female,Diploma
69,79,76,37,81,67.23333333333333,Male,Science
51,56,85,58,53,60.333333333333336,Male,Arts
68,80,78,42,76,68.53333333333333,Female,Science
85,86,98,78,98,86.26666666666667,Male,Commerce
65,70,60,61,74,64.23333333333333,Female,Diploma
73,79,50,79,79,69.56666666666666,Male,Arts
62,67,38,44,67,54.8,Female,Science
77,67,89,46,64,69.5,Female,Diploma
69,66,64,77,61,66.23333333333333,Male,Diploma
43,60,46,94,58,62.53333333333333,Male,Diploma
90,87,56,82,85,77.73333333333333,Male,Commerce
74,77,63,61,73,67.60000000000001,Male,Arts
73,66,37,61,63,60.3,Female,Science
55,71,43,59,69,60.43333333333334,Female,Science
65,69,94,53,67,71.93333333333334,Male,Science
80,63,35,35,63,55.16666666666666,Female,Science
50,60,97,70,60,69.63333333333334,Male,Science
63,73,44,85,71,66.96666666666667,Male,Diploma
77,85,74,76,87,76.73333333333333,Male,Commerce
73,74,36,46,61,55.76666666666667,Female,Science
81,72,62,55,77,68.0,Female,Science
66,76,79,99,68,76.53333333333333,Female,Science
52,57,67,74,50,61.56666666666666,Male,Commerce
69,78,90,31,76,68.86666666666666,Male,Commerce
65,84,70,32,84,66.03333333333333,Male,Commerce
69,77,74,88,78,75.93333333333334,Male,Arts
50,64,67,83,66,65.7,Male,Science
73,78,82,94,76,79.10000000000001,Male,Diploma
70,82,36,65,76,66.86666666666666,Female,Arts
81,75,45,45,78,65.06666666666666,Male,Arts
63,61,87,100,60,74.8,Female,Arts
67,72,64,94,74,73.2,Male,Commerce
60,68,41,69,60,60.03333333333333,Female,Arts
62,55,90,73,54,66.56666666666666,Male,Science
29,40,52,95,44,54.56666666666666,Male,Commerce
62,66,98,50,68,69.5,Female,Science
94,99,96,75,100,87.86666666666667,Male,Commerce
85,75,60,52,68,66.53333333333333,Male,Arts
77,78,61,37,73,63.06666666666666,Male,Commerce
53,58,61,74,44,57.53333333333333,Male,Science
93,90,68,30,83,69.39999999999999,Male,Commerce
49,53,81,98,53,67.5,Female,Diploma
73,76,77,46,78,68.60000000000001,Female,Diploma
66,74,40,45,81,61.8,Female,Commerce
77,77,64,46,73,66.53333333333333,Female,Science
49,63,54,31,56,51.2,Female,Diploma
79,89,58,87,86,77.73333333333333,Male,Science
75,82,33,57,90,65.13333333333334,Female,Arts
59,72,53,30,70,56.2,Male,Science
57,78,51,54,79,63.833333333333336,Male,Diploma
66,66,54,77,59,64.39999999999999,Female,Commerce
79,81,93,34,82,72.36666666666666,Female,Diploma
57,67,92,58,72,67.89999999999999,Male,Science
87,84,61,60,87,72.86666666666666,Male,Diploma
63,64,99,87,67,73.43333333333334,Female,Arts
59,63,53,76,64,62.833333333333336,Male,Commerce
62,72,79,52,65,65.46666666666667,Female,Arts
46,34,88,49,36,52.56666666666666,Female,Diploma
66,59,48,88,52,61.46666666666667,Male,Science
89,87,58,65,79,73.56666666666666,Male,Arts
42,61,77,99,58,69.03333333333333,Male,Commerce
93,84,81,97,90,85.36666666666667,Male,Diploma
80,85,98,51,85,78.53333333333333,Female,Commerce
98,100,30,83,99,79.46666666666667,Male,Commerce
81,81,41,62,84,68.06666666666666,Male,Commerce
60,70,47,63,74,61.63333333333333,Female,Arts
76,94,51,100,87,80.66666666666667,Male,Diploma
73,78,50,68,72,68.96666666666667,Female,Diploma
96,96,52,78,99,81.76666666666667,Male,Science
76,76,88,31,74,67.5,Male,Arts
91,73,56,51,80,69.10000000000001,Male,Science
62,72,32,99,70,65.0,Female,Diploma
55,59,46,45,59,52.06666666666666,Male,Arts
74,90,80,82,88,80.8,Female,Diploma
50,48,60,37,42,49.333333333333336,Female,Commerce
47,43,66,66,41,56.0,Female,Commerce
81,74,43,46,71,59.73333333333333,Male,Arts
65,75,45,71,77,65.89999999999999,Female,Arts
68,51,99,64,57,65.93333333333334,Female,Commerce
73,92,94,32,84,74.5,Female,Commerce
53,39,93,68,37,61.76666666666667,Male,Commerce
68,77,68,73,80,73.2,Male,Commerce
55,46,55,71,43,56.06666666666666,Male,Science
87,89,58,40,94,70.43333333333334,Male,Commerce
55,47,31,37,44,45.46666666666667,Female,Commerce
53,58,56,85,57,62.2,Female,Science
67,57,45,43,59,54.4,Female,Diploma
92,79,56,50,84,71.83333333333333,Male,Diploma
53,66,56,56,73,60.16666666666666,Female,Commerce
81,71,94,44,73,71.66666666666667,Male,Diploma
61,60,71,56,55,61.56666666666666,Male,Commerce
80,73,73,67,72,71.8,Male,Arts
37,57,97,47,56,60.13333333333333,Male,Science
81,84,52,73,82,72.0,Male,Science
59,73,64,74,72,70.06666666666666,Female,Arts
55,55,51,61,47,55.13333333333333,Female,Arts
72,79,35,45,74,60.3,Female,Arts
69,75,40,34,71,57.6,Female,Arts
69,64,100,42,68,69.26666666666667,Female,Diploma
50,60,89,60,59,65.0,Female,Commerce
87,84,45,80,86,72.56666666666666,Male,Commerce
71,69,99,86,68,77.63333333333334,Female,Science
68,72,53,32,65,56.36666666666667,Female,Science
79,77,66,60,75,71.7,Female,Commerce
77,90,64,48,85,68.63333333333334,Female,Commerce
58,55,70,30,53,52.833333333333336,Male,Commerce
84,95,77,94,92,85.76666666666667,Female,Diploma
55,58,78,39,52,57.73333333333333,Female,Arts
70,68,34,86,72,64.7,Male,Diploma
52,59,87,61,65,63.7,Male,Science
69,77,70,82,77,74.0,Female,Commerce
53,72,80,77,64,71.10000000000001,Male,Arts
48,58,72,100,54,68.60000000000001,Male,Diploma
78,81,77,64,86,73.83333333333333,Male,Commerce
62,62,51,80,63,62.0,Male,Arts
60,63,94,31,59,62.6,Male,Arts
74,72,56,89,72,73.2,Female,Commerce
58,75,47,42,77,57.5,Female,Science
76,62,95,65,60,69.39999999999999,Male,Science
68,71,100,95,75,80.33333333333333,Male,Commerce
58,60,90,83,57,70.16666666666667,Female,Diploma
52,48,90,46,49,57.4,Male,Commerce
75,73,87,36,74,67.93333333333334,Male,Commerce
52,67,34,82,72,60.7,Male,Science
62,78,65,85,79,70.16666666666667,Female,Arts
66,65,86,61,60,69.13333333333334,Male,Science
49,58,81,76,55,65.53333333333333,Male,Science
66,72,40,57,70,61.16666666666666,Male,Commerce
35,44,58,92,43,55.0,Male,Diploma
72,79,31,51,82,62.76666666666667,Male,Science
94,85,72,42,82,75.66666666666667,Female,Commerce
46,56,59,83,57,60.86666666666667,Female,Science
77,90,41,35,84,61.43333333333334,Female,Arts
76,85,43,42,82,63.1,Female,Science
52,59,58,97,62,66.53333333333333,Female,Arts
91,81,58,66,79,74.63333333333334,Male,Science
32,51,41,71,44,50.3,Female,Arts
72,79,62,41,77,65.5,Male,Arts
19,38,33,95,32,45.23333333333333,Female,Commerce
68,65,94,87,61,74.5,Female,Diploma
52,65,88,76,61,68.39999999999999,Female,Commerce
48,62,76,86,60,65.03333333333333,Female,Science
60,66,82,95,70,75.03333333333333,Female,Science
66,74,37,70,69,61.66666666666666,Male,Arts
89,84,74,39,77,70.66666666666667,Female,Arts
42,52,81,90,51,65.3,Female,Arts
57,68,44,58,73,58.6,Female,Commerce
70,70,74,42,70,66.73333333333333,Female,Diploma
70,84,57,93,81,73.7,Female,Arts
69,60,48,49,54,57.73333333333333,Female,Science
52,55,43,31,57,48.16666666666666,Male,Arts
67,73,94,30,68,67.7,Male,Science
76,80,30,37,73,59.53333333333333,Male,Science
87,94,44,61,95,74.66666666666667,Male,Science
82,85,83,46,87,73.0,Male,Science
73,76,87,48,78,70.46666666666667,Female,Arts
75,81,31,51,74,61.96666666666667,Female,Arts
64,74,97,48,75,71.73333333333333,Male,Commerce
41,45,57,69,40,50.96666666666667,Female,Commerce
90,75,51,46,69,66.3,Male,Diploma
59,54,46,58,51,53.63333333333333,Female,Diploma
51,31,59,73,36,52.46666666666667,Female,Arts
45,47,64,60,49,53.2,Male,Arts
54,64,62,35,67,56.8,Male,Commerce
87,84,40,53,76,66.8,Male,Science
72,80,48,76,83,69.3,Female,Science
94,86,84,69,87,80.23333333333333,Female,Science
45,59,95,93,64,72.03333333333333,Male,Commerce
61,70,73,93,76,75.23333333333333,Male,Arts
60,72,44,46,68,59.1,Male,Commerce
77,91,62,67,88,75.16666666666667,Male,Science
85,90,32,52,92,68.96666666666667,Male,Diploma
78,90,74,67,93,76.73333333333333,Female,Commerce
49,52,68,52,51,55.1,Male,Diploma
71,87,92,84,82,80.0,Female,Science
48,58,45,90,52,59.833333333333336,Male,Arts
62,67,33,52,58,53.63333333333333,Female,Science
56,68,37,99,70,66.63333333333334,Male,Commerce
65,69,79,45,76,65.06666666666666,Male,Science
69,86,38,47,81,63.56666666666666,Male,Commerce
68,54,42,75,53,58.73333333333333,Male,Commerce
61,60,43,93,57,64.0,Male,Diploma
74,86,81,97,89,84.16666666666667,Female,Science
64,60,67,33,58,56.2,Male,Arts
77,82,65,46,89,70.33333333333333,Male,Commerce
58,50,64,74,45,60.26666666666667,Male,Diploma
60,64,69,44,74,63.9,Male,Diploma
73,64,78,100,57,72.53333333333333,Male,Arts
75,82,51,68,79,69.86666666666666,Female,Arts
58,57,51,52,53,55.66666666666666,Male,Diploma
66,77,62,87,73,73.06666666666666,Female,Science
39,52,70,40,46,50.23333333333333,Male,Commerce
64,58,54,85,51,63.16666666666666,Male,Commerce
23,44,31,41,36,37.9,Female,Science
74,77,55,45,76,62.63333333333333,Male,Arts
40,65,34,100,64,63.13333333333333,Female,Diploma
90,85,78,70,84,78.93333333333334,Female,Commerce
91,85,65,63,85,75.10000000000001,Male,Commerce
64,54,63,45,50,57.8,Female,Science
59,72,37,55,68,57.6,Female,Commerce
80,75,77,86,69,77.46666666666667,Male,Diploma
71,67,39,30,67,54.73333333333333,Female,Arts
61,68,90,84,63,72.39999999999999,Male,Science
87,85,76,47,93,75.39999999999999,Female,Diploma
82,67,53,38,61,59.26666666666667,Female,Science
62,64,81,70,55,69.33333333333333,Male,Arts
97,97,66,80,96,83.53333333333333,Male,Arts
75,68,86,47,65,67.10000000000001,Female,Commerce
65,79,55,38,81,62.36666666666667,Male,Commerce
52,49,58,62,46,56.93333333333334,Male,Arts
87,73,61,85,72,75.13333333333334,Male,Arts
53,62,98,60,53,67.03333333333333,Male,Commerce
81,86,45,40,87,65.89999999999999,Male,Science
39,42,50,48,38,45.56666666666666,Female,Arts
71,71,51,30,80,58.76666666666667,Female,Diploma
97,93,87,98,91,89.76666666666667,Female,Commerce
82,82,89,33,88,72.56666666666666,Male,Commerce
59,53,42,79,52,56.76666666666667,Male,Science
61,42,88,81,41,65.76666666666667,Female,Diploma
78,74,93,55,72,72.56666666666666,Female,Arts
49,51,64,56,51,57.26666666666667,Female,Commerce
59,58,56,69,47,56.53333333333333,Female,Science
70,72,30,63,76,60.73333333333333,Male,Diploma
82,84,92,74,78,79.96666666666667,Male,Diploma
90,90,98,36,82,78.8,Male,Diploma
43,62,99,75,61,69.3,Male,Arts
80,64,95,33,66,68.96666666666667,Male,Commerce
81,82,41,55,84,67.23333333333333,Male,Arts
57,61,30,38,54,50.03333333333333,Female,Diploma
59,72,83,39,80,65.76666666666667,Male,Science
64,76,64,83,74,71.39999999999999,Male,Science
63,64,39,53,66,59.03333333333333,Male,Arts
71,70,70,72,70,69.56666666666666,Male,Arts
64,73,37,73,71,63.333333333333336,Female,Commerce
55,46,70,56,44,53.63333333333333,Male,Arts
51,51,31,82,54,56.1,Female,Commerce
62,76,43,43,80,59.23333333333333,Male,Diploma
93,100,30,46,95,69.60000000000001,Female,Science
54,72,67,53,59,60.3,Female,Arts
69,65,61,57,74,64.7,Male,Arts
44,51,38,60,48,51.333333333333336,Male,Diploma
86,85,54,89,91,78.73333333333333,Male,Science
85,92,86,79,85,81.2,Female,Commerce
50,67,86,86,73,71.96666666666667,Male,Arts
88,74,95,91,75,84.10000000000001,Male,Arts
59,62,99,78,69,76.33333333333333,Female,Diploma
32,34,60,79,38,52.0,Female,Arts
36,29,44,63,27,43.03333333333333,Female,Science
63,78,85,51,79,70.13333333333334,Male,Diploma
67,54,74,65,63,63.73333333333333,Male,Arts
65,78,43,84,82,67.89999999999999,Male,Science
85,84,71,64,89,75.7,Female,Diploma
73,78,45,84,74,69.73333333333333,Male,Arts
34,48,42,31,41,42.86666666666667,Female,Arts
93,100,34,93,100,79.96666666666667,Male,Diploma
67,84,39,73,84,66.36666666666666,Female,Arts
88,77,66,66,77,71.76666666666667,Male,Science
57,48,61,78,51,60.13333333333333,Male,Arts
79,84,81,39,91,73.5,Female,Commerce
67,75,91,71,72,74.23333333333333,Male,Science
70,64,78,60,70,70.10000000000001,Male,Commerce
50,42,37,84,48,56.3,Female,Diploma
69,84,94,47,82,74.36666666666666,Male,Science
52,61,76,85,66,68.73333333333333,Male,Commerce
47,62,81,88,66,69.13333333333334,Male,Diploma
46,61,35,79,55,55.93333333333334,Female,Arts
68,70,90,85,66,74.76666666666667,Female,Science
100,100,41,70,100,79.33333333333333,Male,Arts
44,61,42,55,52,49.5,Male,Commerce
57,77,36,85,80,67.2,Female,Arts
91,96,81,58,91,79.60000000000001,Male,Arts
69,70,85,99,67,75.60000000000001,Male,Arts
35,53,67,88,46,59.66666666666666,Female,Arts
72,66,91,46,66,67.93333333333334,Male,Commerce
54,65,79,64,65,68.83333333333333,Male,Science
74,70,62,94,69,75.13333333333334,Female,Arts
74,64,62,85,60,70.7,Female,Commerce
64,56,89,96,52,73.73333333333333,Male,Arts
65,61,60,84,71,68.06666666666666,Female,Science
46,43,33,89,44,51.13333333333333,Male,Diploma
48,56,99,54,51,63.6,Male,Arts
67,74,61,37,70,62.0,Female,Arts
62,57,49,78,62,61.23333333333333,Male,Commerce
61,71,97,83,73,76.53333333333333,Male,Arts
70,75,42,55,74,62.73333333333333,Female,Commerce
98,87,31,96,90,78.46666666666667,Female,Diploma
70,63,53,95,58,67.73333333333333,Male,Science
67,57,80,66,53,67.0,Female,Diploma
57,58,42,62,57,53.53333333333333,Male,Commerce
85,81,44,48,85,68.89999999999999,Female,Commerce
77,68,50,54,69,62.26666666666667,Male,Diploma
72,66,88,97,72,79.10000000000001,Female,Commerce
78,91,87,51,96,77.06666666666666,Male,Diploma
81,66,62,74,64,68.03333333333333,Male,Arts
61,62,100,78,61,74.06666666666666,Male,Diploma
58,68,79,58,61,62.9,Male,Science
54,61,33,63,58,54.03333333333333,Female,Science
82,82,46,83,80,73.43333333333334,Female,Diploma
49,58,44,88,60,60.23333333333333,Male,Commerce
49,50,66,78,52,59.36666666666667,Male,Science
57,75,57,46,73,61.23333333333333,Female,Arts
94,73,58,72,71,71.5,Male,Science
75,77,54,56,83,67.8,Female,Commerce
74,74,73,54,72,68.8,Male,Science
58,52,78,48,54,59.93333333333334,Female,Commerce
62,69,76,61,69,67.83333333333333,Male,Diploma
72,57,88,59,62,66.56666666666666,Male,Arts
84,87,82,62,81,76.8,Male,Commerce
92,100,45,95,100,82.2,Male,Science
45,63,68,33,59,53.833333333333336,Female,Science
75,81,36,30,71,58.16666666666666,Female,Diploma
56,58,64,36,64,58.76666666666667,Male,Science
48,54,76,48,53,54.6,Female,Science
100,100,50,93,100,83.53333333333333,Female,Diploma
65,76,43,63,75,62.03333333333333,Male,Science
72,57,73,97,58,71.60000000000001,Female,Science
62,70,47,78,72,62.53333333333333,Male,Diploma
66,68,61,51,64,61.43333333333334,Female,Commerce
63,63,53,87,60,65.66666666666667,Male,Commerce
68,76,63,83,67,68.89999999999999,Male,Commerce
75,84,42,45,80,64.06666666666666,Male,Arts
89,100,81,89,100,85.96666666666665,Male,Commerce
78,72,31,68,69,62.93333333333334,Female,Science
53,50,98,88,60,68.89999999999999,Female,Arts
49,65,48,53,61,54.36666666666667,Male,Arts
54,63,82,67,67,67.66666666666667,Female,Arts
64,82,94,30,77,66.23333333333333,Male,Science
60,62,75,34,60,59.53333333333333,Female,Diploma
62,65,56,32,58,57.46666666666667,Male,Science
55,41,36,46,48,47.833333333333336,Female,Diploma
91,95,80,100,94,89.10000000000001,Male,Diploma
8,24,82,35,23,39.73333333333333,Male,Commerce
81,78,61,96,78,76.66666666666667,Male,Science
79,85,60,50,86,73.06666666666666,Male,Science
78,87,95,58,91,78.7,Female,Arts
74,75,82,41,82,70.96666666666667,Male,Science
57,51,72,39,54,58.06666666666666,Female,Science
40,59,75,49,51,53.333333333333336,Male,Arts
81,75,68,49,76,67.13333333333334,Male,Diploma
44,45,81,54,45,57.8,Female,Science
67,86,83,50,83,71.39999999999999,Female,Diploma
86,81,56,82,75,73.7,Male,Diploma
